2018-05-01,164.80189514160156
2018-05-02,172.08206176757812
2018-05-03,172.39390563964844
2018-05-04,179.1575164794922
2018-05-07,180.45372009277344
2018-05-08,181.3210906982422
2018-05-09,182.59779357910156
2018-05-10,185.2096710205078
2018-05-11,184.50526428222656
2018-05-14,184.07479858398438
2018-05-15,182.40184020996094
2018-05-16,184.10414123535156
2018-05-17,182.93992614746094
2018-05-18,182.27464294433594
2018-05-21,183.56607055664062
2018-05-22,183.10621643066406
2018-05-23,184.2802734375
2018-05-24,184.07479858398438
2018-05-25,184.49549865722656
2018-05-29,183.83023071289062
2018-05-30,183.4388885498047
2018-05-31,182.822509765625
2018-06-01,186.1195068359375
