Date,Open,High,Low,Close,Adj Close,Volume
2017-12-14,64.050003,64.050003,62.380001,62.560001,62.560001,7010800
2017-12-15,62.470001,63.480000,62.150002,62.660000,62.660000,6584800
2017-12-18,62.669998,63.630001,62.580002,63.470001,63.470001,3382300
2017-12-19,63.520000,64.639999,63.490002,63.639999,63.639999,5714400
2017-12-20,63.919998,64.000000,62.799999,62.900002,62.900002,5545400
2017-12-21,63.349998,63.669998,63.110001,63.520000,63.520000,3035900
2017-12-22,63.490002,63.840000,63.230000,63.619999,63.619999,2313500
2017-12-26,62.950001,64.120003,62.930000,63.790001,63.790001,1518000
2017-12-27,64.010002,64.199997,63.709999,64.110001,64.110001,1958700
2017-12-28,64.239998,64.639999,64.059998,64.349998,64.349998,1597200
2017-12-29,64.099998,64.430000,63.459999,63.509998,63.509998,1844100
2018-01-02,63.900002,64.519997,63.540001,64.040001,64.040001,2192400
2018-01-03,63.889999,64.129997,63.250000,63.610001,63.610001,2610800
2018-01-04,63.889999,64.000000,62.880001,63.000000,63.000000,2384400
2018-01-05,63.540001,64.809998,63.119999,64.599998,64.599998,3292600
2018-01-08,64.459999,65.980003,64.309998,65.099998,65.099998,3606000
2018-01-09,66.000000,66.519997,65.519997,65.599998,65.599998,5334400
2018-01-10,65.180000,65.190002,63.610001,63.889999,63.889999,3597000
2018-01-11,63.939999,64.190002,63.230000,63.840000,63.840000,3149100
2018-01-12,64.160004,64.260002,63.509998,63.680000,63.680000,3165200
2018-01-16,64.139999,64.139999,62.560001,62.970001,62.970001,4669900
2018-01-17,63.400002,64.449997,62.930000,63.759998,63.759998,2925600
2018-01-18,63.840000,64.080002,62.439999,62.880001,62.880001,4088700
2018-01-19,62.750000,63.830002,62.750000,63.709999,63.709999,4768300
2018-01-22,63.750000,63.990002,63.480000,63.939999,63.939999,2390300
2018-01-23,64.019997,64.800003,63.660000,64.529999,64.529999,2872400
2018-01-24,64.589996,65.339996,64.550003,65.000000,65.000000,2894300
2018-01-25,65.400002,65.449997,64.330002,64.389999,64.389999,2798500
2018-01-26,64.599998,65.400002,64.400002,65.279999,65.279999,2028400
2018-01-29,64.750000,64.970001,64.349998,64.599998,64.599998,2553600
2018-01-30,64.800003,64.970001,64.389999,64.760002,64.760002,2017700
2018-01-31,64.540001,65.320000,64.269997,65.099998,65.099998,2164900
2018-02-01,64.699997,65.110001,63.549999,63.790001,63.790001,4258500
2018-02-02,63.840000,64.320000,63.320000,63.590000,63.590000,2647200
2018-02-05,63.459999,63.810001,61.529999,61.540001,61.540001,3489600
2018-02-06,60.029999,61.980000,60.000000,60.849998,60.849998,5740600
